1,"eplusout (RUN PERIOD 1).eso"

"Date/Time","[1] Surface Outside Face Incident Sky Diffuse Solar Radiation Rate per Area  (W/m2)"
,"ZN001:ROOF001"
"Year 1 Mar 26 3:00 PM","157.904194796089"
"Year 1 Mar 26 4:00 PM","136.221323616886"
"Year 1 Mar 26 5:00 PM","71.9867534356681"
"Year 1 Mar 26 6:00 PM","30.1552442675309"
"Year 1 Mar 26 7:00 PM","0"
"Year 1 Mar 26 8:00 PM","0"
"Year 1 Mar 26 9:00 PM","0"
"Year 1 Mar 26 10:00 PM","0"
"Year 1 Mar 26 11:00 PM","0"
"Year 1 Mar 27 12:00 AM","0"
"Year 1 Mar 27 1:00 AM","0"
"Year 1 Mar 27 2:00 AM","0"
"Year 1 Mar 27 3:00 AM","0"
"Year 1 Mar 27 4:00 AM","0"
"Year 1 Mar 27 5:00 AM","0"
"Year 1 Mar 27 6:00 AM","1.6875"
"Year 1 Mar 27 7:00 AM","26.1362552301207"
"Year 1 Mar 27 8:00 AM","79.5869491313299"
"Year 1 Mar 27 9:00 AM","80.2889463603421"
"Year 1 Mar 27 10:00 AM","119.760253260181"
"Year 1 Mar 27 11:00 AM","207.828849270548"
"Year 1 Mar 27 12:00 PM","221.999430069893"
"Year 1 Mar 27 1:00 PM","183.252703892254"
"Year 1 Mar 27 2:00 PM","217.642046916053"
"Year 1 Mar 27 3:00 PM","229.414826260589"
"Year 1 Mar 27 4:00 PM","139.342091402155"
"Year 1 Mar 27 5:00 PM","80.5057734848938"
"Year 1 Mar 27 6:00 PM","34.0832809541288"
"Year 1 Mar 27 7:00 PM","0"
"Year 1 Mar 27 8:00 PM","0"
"Year 1 Mar 27 9:00 PM","0"
"Year 1 Mar 27 10:00 PM","0"
"Year 1 Mar 27 11:00 PM","0"
"Year 1 Mar 28 12:00 AM","0"
"Year 1 Mar 28 1:00 AM","0"
"Year 1 Mar 28 2:00 AM","0"
"Year 1 Mar 28 3:00 AM","0"
"Year 1 Mar 28 4:00 AM","0"
"Year 1 Mar 28 5:00 AM","0"
"Year 1 Mar 28 6:00 AM","2.74228135616413"
"Year 1 Mar 28 7:00 AM","32.7365343662189"
"Year 1 Mar 28 8:00 AM","79.1680172696738"
"Year 1 Mar 28 9:00 AM","67.9827990488737"
"Year 1 Mar 28 10:00 AM","114.686121560975"
"Year 1 Mar 28 11:00 AM","222.443328440643"
"Year 1 Mar 28 12:00 PM","227.518987652944"
"Year 1 Mar 28 1:00 PM","250.321168745162"
"Year 1 Mar 28 2:00 PM","196.894983946634"
"Year 1 Mar 28 3:00 PM","135.587027170958"
"Year 1 Mar 28 4:00 PM","133.038066910828"
"Year 1 Mar 28 5:00 PM","51.6801294651674"
"Year 1 Mar 28 6:00 PM","16.4722090258195"
"Year 1 Mar 28 7:00 PM","0"
"Year 1 Mar 28 8:00 PM","0"
"Year 1 Mar 28 9:00 PM","0"
"Year 1 Mar 28 10:00 PM","0"
"Year 1 Mar 28 11:00 PM","0"
"Year 1 Mar 29 12:00 AM","0"
"Year 1 Mar 29 1:00 AM","0"
"Year 1 Mar 29 2:00 AM","0"
"Year 1 Mar 29 3:00 AM","0"
"Year 1 Mar 29 4:00 AM","0"
"Year 1 Mar 29 5:00 AM","0"
"Year 1 Mar 29 6:00 AM","6.03353136578623"
"Year 1 Mar 29 7:00 AM","50.5795316693438"
"Year 1 Mar 29 8:00 AM","99.910212259164"
"Year 1 Mar 29 9:00 AM","175.964470691074"
"Year 1 Mar 29 10:00 AM","206.086947202934"
"Year 1 Mar 29 11:00 AM","256.936374892645"
"Year 1 Mar 29 12:00 PM","278.1275692778"
"Year 1 Mar 29 1:00 PM","280.146680149596"
"Year 1 Mar 29 2:00 PM","239.92589231968"
"Year 1 Mar 29 3:00 PM","215.189969281332"
"Year 1 Mar 29 4:00 PM","116.348799520519"
"Year 1 Mar 29 5:00 PM","84.4246968738433"
"Year 1 Mar 29 6:00 PM","29.8576437117927"
"Year 1 Mar 29 7:00 PM","0"
"Year 1 Mar 29 8:00 PM","0"
"Year 1 Mar 29 9:00 PM","0"
"Year 1 Mar 29 10:00 PM","0"
"Year 1 Mar 29 11:00 PM","0"
"Year 1 Mar 30 12:00 AM","0"
"Year 1 Mar 30 1:00 AM","0"
"Year 1 Mar 30 2:00 AM","0"
"Year 1 Mar 30 3:00 AM","0"
"Year 1 Mar 30 4:00 AM","0"
"Year 1 Mar 30 5:00 AM","0"
"Year 1 Mar 30 6:00 AM","8.05499730347038"
"Year 1 Mar 30 7:00 AM","48.0468868512238"
"Year 1 Mar 30 8:00 AM","115.100547578798"
"Year 1 Mar 30 9:00 AM","180.676471965219"
"Year 1 Mar 30 10:00 AM","232.630742505291"
"Year 1 Mar 30 11:00 AM","280.630590527247"
"Year 1 Mar 30 12:00 PM","316.044318587198"
"Year 1 Mar 30 1:00 PM","298.060191014358"
"Year 1 Mar 30 2:00 PM","267.454725367634"
"Year 1 Mar 30 3:00 PM","236.249236541992"
"Year 1 Mar 30 4:00 PM","164.563729286522"
"Year 1 Mar 30 5:00 PM","98.8426015600498"
"Year 1 Mar 30 6:00 PM","34.2449148041684"
"Year 1 Mar 30 7:00 PM","0"
"Year 1 Mar 30 8:00 PM","0"
"Year 1 Mar 30 9:00 PM","0"
"Year 1 Mar 30 10:00 PM","0"
"Year 1 Mar 30 11:00 PM","0"
"Year 1 Mar 31 12:00 AM","0"
"Year 1 Mar 31 1:00 AM","0"
"Year 1 Mar 31 2:00 AM","0"
"Year 1 Mar 31 3:00 AM","0"
"Year 1 Mar 31 4:00 AM","0"
"Year 1 Mar 31 5:00 AM","0"
"Year 1 Mar 31 6:00 AM","5.61940515788053"
"Year 1 Mar 31 7:00 AM","31.6150532735271"
"Year 1 Mar 31 8:00 AM","74.0653356152626"
"Year 1 Mar 31 9:00 AM","130.390364864386"
"Year 1 Mar 31 10:00 AM","229.565082210681"
"Year 1 Mar 31 11:00 AM","274.210525080948"
"Year 1 Mar 31 12:00 PM","267.631718875632"
"Year 1 Mar 31 1:00 PM","176.241778955303"
"Year 1 Mar 31 2:00 PM","168.780272399983"
"Year 1 Mar 31 3:00 PM","193.864752127596"
"Year 1 Mar 31 4:00 PM","96.0452446392442"
"Year 1 Mar 31 5:00 PM","52.4107159765324"
"Year 1 Mar 31 6:00 PM","20.1418835802925"
"Year 1 Mar 31 7:00 PM","0"
"Year 1 Mar 31 8:00 PM","0"
"Year 1 Mar 31 9:00 PM","0"
"Year 1 Mar 31 10:00 PM","0"
"Year 1 Mar 31 11:00 PM","0"
"Year 1 Apr 01 12:00 AM","0"
"Year 1 Apr 01 1:00 AM","0"
"Year 1 Apr 01 2:00 AM","0"
"Year 1 Apr 01 3:00 AM","0"
"Year 1 Apr 01 4:00 AM","0"
"Year 1 Apr 01 5:00 AM","0"
"Year 1 Apr 01 6:00 AM","12.7358056737871"
"Year 1 Apr 01 7:00 AM","70.9082956566925"
"Year 1 Apr 01 8:00 AM","111.201236468039"
"Year 1 Apr 01 9:00 AM","165.232309893588"
"Year 1 Apr 01 10:00 AM","242.638821440927"
"Year 1 Apr 01 11:00 AM","234.095366902753"
"Year 1 Apr 01 12:00 PM","186.989070029645"
"Year 1 Apr 01 1:00 PM","129.911226344812"
"Year 1 Apr 01 2:00 PM","115.88389922137"
"Year 1 Apr 01 3:00 PM","93.2364422937504"
"Year 1 Apr 01 4:00 PM","62.8502519607852"
"Year 1 Apr 01 5:00 PM","51.5685335289817"
"Year 1 Apr 01 6:00 PM","25.0820875699535"
"Year 1 Apr 01 7:00 PM","0"
"Year 1 Apr 01 8:00 PM","0"
"Year 1 Apr 01 9:00 PM","0"
"Year 1 Apr 01 10:00 PM","0"
"Year 1 Apr 01 11:00 PM","0"
"Year 1 Apr 02 12:00 AM","0"
"Year 1 Apr 02 1:00 AM","0"
"Year 1 Apr 02 2:00 AM","0"
"Year 1 Apr 02 3:00 AM","0"
"Year 1 Apr 02 4:00 AM","0"
"Year 1 Apr 02 5:00 AM","0"
"Year 1 Apr 02 6:00 AM","7.25178410531004"
"Year 1 Apr 02 7:00 AM","36.059702772299"
"Year 1 Apr 02 8:00 AM","68.2743146941241"
"Year 1 Apr 02 9:00 AM","195.979342604024"
"Year 1 Apr 02 10:00 AM","213.977233576965"
"Year 1 Apr 02 11:00 AM","230.815396306226"
"Year 1 Apr 02 12:00 PM","166.893124703456"
"Year 1 Apr 02 1:00 PM","228.931844544639"
"Year 1 Apr 02 2:00 PM","172.011117811972"
"Year 1 Apr 02 3:00 PM","122.900296182931"
"Year 1 Apr 02 4:00 PM","75.2900209852254"
"Year 1 Apr 02 5:00 PM","41.296875"
"Year 1 Apr 02 6:00 PM","13.5"
"Year 1 Apr 02 7:00 PM","0"
"Year 1 Apr 02 8:00 PM","0"
"Year 1 Apr 02 9:00 PM","0"
"Year 1 Apr 02 10:00 PM","0"
"Year 1 Apr 02 11:00 PM","0"
"Year 1 Apr 03 12:00 AM","0"
"Year 1 Apr 03 1:00 AM","0"
"Year 1 Apr 03 2:00 AM","0"
"Year 1 Apr 03 3:00 AM","0"
"Year 1 Apr 03 4:00 AM","0"
"Year 1 Apr 03 5:00 AM","0"
"Year 1 Apr 03 6:00 AM","15.6036793124939"
"Year 1 Apr 03 7:00 AM","76.8731707370434"
"Year 1 Apr 03 8:00 AM","84.5875445301543"
"Year 1 Apr 03 9:00 AM","120.06168391004"
"Year 1 Apr 03 10:00 AM","152.912601656613"
"Year 1 Apr 03 11:00 AM","177.083987274334"
"Year 1 Apr 03 12:00 PM","194.586969861386"
"Year 1 Apr 03 1:00 PM","197.794638922227"
"Year 1 Apr 03 2:00 PM","264.693167492583"
"Year 1 Apr 03 3:00 PM","207.537493625431"
"Year 1 Apr 03 4:00 PM","157.022485796664"
"Year 1 Apr 03 5:00 PM","95.9755158260389"
"Year 1 Apr 03 6:00 PM","38.1104046327268"
"Year 1 Apr 03 7:00 PM","0"
"Year 1 Apr 03 8:00 PM","0"
"Year 1 Apr 03 9:00 PM","0"
"Year 1 Apr 03 10:00 PM","0"
"Year 1 Apr 03 11:00 PM","0"
"Year 1 Apr 04 12:00 AM","0"
"Year 1 Apr 04 1:00 AM","0"
"Year 1 Apr 04 2:00 AM","0"
"Year 1 Apr 04 3:00 AM","0"
"Year 1 Apr 04 4:00 AM","0"
"Year 1 Apr 04 5:00 AM","0"
"Year 1 Apr 04 6:00 AM","14.7883104614794"
"Year 1 Apr 04 7:00 AM","84.3039400735854"
"Year 1 Apr 04 8:00 AM","139.864290534007"
"Year 1 Apr 04 9:00 AM","204.857283150124"
"Year 1 Apr 04 10:00 AM","241.36536095245"
"Year 1 Apr 04 11:00 AM","178.541136459504"
"Year 1 Apr 04 12:00 PM","145.015893736756"
"Year 1 Apr 04 1:00 PM","139.16511905566"
"Year 1 Apr 04 2:00 PM","127.27619199262"
"Year 1 Apr 04 3:00 PM","96.4182162915437"
"Year 1 Apr 04 4:00 PM","73.6630703740967"
"Year 1 Apr 04 5:00 PM","58.8750156778562"
"Year 1 Apr 04 6:00 PM","26.1286895038769"
"Year 1 Apr 04 7:00 PM","0"
"Year 1 Apr 04 8:00 PM","0"
"Year 1 Apr 04 9:00 PM","0"
"Year 1 Apr 04 10:00 PM","0"
"Year 1 Apr 04 11:00 PM","0"
"Year 1 Apr 05 12:00 AM","0"
"Year 1 Apr 05 1:00 AM","0"
"Year 1 Apr 05 2:00 AM","0"
"Year 1 Apr 05 3:00 AM","0"
"Year 1 Apr 05 4:00 AM","0"
"Year 1 Apr 05 5:00 AM","0"
"Year 1 Apr 05 6:00 AM","13.7990215002223"
"Year 1 Apr 05 7:00 AM","81.5209766016057"
"Year 1 Apr 05 8:00 AM","146.244865394045"
"Year 1 Apr 05 9:00 AM","215.301546477721"
"Year 1 Apr 05 10:00 AM","268.6022514768"
"Year 1 Apr 05 11:00 AM","269.376588244145"
"Year 1 Apr 05 12:00 PM","263.142868314978"
"Year 1 Apr 05 1:00 PM","254.410388730377"
"Year 1 Apr 05 2:00 PM","137.627395862513"
"Year 1 Apr 05 3:00 PM","105.245646651529"
"Year 1 Apr 05 4:00 PM","139.083062593104"
"Year 1 Apr 05 5:00 PM","80.7926330219932"
"Year 1 Apr 05 6:00 PM","44.7028690157774"
"Year 1 Apr 05 7:00 PM","2.51134992587453"
"Year 1 Apr 05 8:00 PM","0"
"Year 1 Apr 05 9:00 PM","0"
"Year 1 Apr 05 10:00 PM","0"
"Year 1 Apr 05 11:00 PM","0"
"Year 1 Apr 06 12:00 AM","0"
"Year 1 Apr 06 1:00 AM","0"
"Year 1 Apr 06 2:00 AM","0"
"Year 1 Apr 06 3:00 AM","0"
"Year 1 Apr 06 4:00 AM","0"
"Year 1 Apr 06 5:00 AM","0"
"Year 1 Apr 06 6:00 AM","14.1861028484311"
"Year 1 Apr 06 7:00 AM","76.9455630896567"
"Year 1 Apr 06 8:00 AM","116.132161457993"
"Year 1 Apr 06 9:00 AM","152.909255260836"
"Year 1 Apr 06 10:00 AM","167.41966322984"
"Year 1 Apr 06 11:00 AM","192.863385262562"
"Year 1 Apr 06 12:00 PM","228.587569206577"
"Year 1 Apr 06 1:00 PM","192.255790711658"
"Year 1 Apr 06 2:00 PM","173.466847100292"
"Year 1 Apr 06 3:00 PM","153.027856633636"
"Year 1 Apr 06 4:00 PM","140.036023171661"
"Year 1 Apr 06 5:00 PM","96.4693383074637"
"Year 1 Apr 06 6:00 PM","39.4171987161224"
"Year 1 Apr 06 7:00 PM","2.07446226199108"
"Year 1 Apr 06 8:00 PM","0"
"Year 1 Apr 06 9:00 PM","0"
"Year 1 Apr 06 10:00 PM","0"
"Year 1 Apr 06 11:00 PM","0"
"Year 1 Apr 07 12:00 AM","0"
"Year 1 Apr 07 1:00 AM","0"
"Year 1 Apr 07 2:00 AM","0"
"Year 1 Apr 07 3:00 AM","0"
"Year 1 Apr 07 4:00 AM","0"
"Year 1 Apr 07 5:00 AM","0"
"Year 1 Apr 07 6:00 AM","6.703125"
"Year 1 Apr 07 7:00 AM","33.9575984563296"
"Year 1 Apr 07 8:00 AM","47.15625"
"Year 1 Apr 07 9:00 AM","72.4121012967245"
"Year 1 Apr 07 10:00 AM","95.5004334276047"
"Year 1 Apr 07 11:00 AM","105.57896617618"
"Year 1 Apr 07 12:00 PM","118.405696749828"
"Year 1 Apr 07 1:00 PM","119.771343508499"
"Year 1 Apr 07 2:00 PM","123.041021344433"
"Year 1 Apr 07 3:00 PM","105.456011677828"
"Year 1 Apr 07 4:00 PM","97.4547981181784"
"Year 1 Apr 07 5:00 PM","52.9381538987158"
"Year 1 Apr 07 6:00 PM","28.2640227611737"
"Year 1 Apr 07 7:00 PM","1.98144921216457"
"Year 1 Apr 07 8:00 PM","0"
"Year 1 Apr 07 9:00 PM","0"
"Year 1 Apr 07 10:00 PM","0"
"Year 1 Apr 07 11:00 PM","0"
"Year 1 Apr 08 12:00 AM","0"
"Year 1 Apr 08 1:00 AM","0"
"Year 1 Apr 08 2:00 AM","0"
"Year 1 Apr 08 3:00 AM","0"
"Year 1 Apr 08 4:00 AM","0"
"Year 1 Apr 08 5:00 AM","0"
"Year 1 Apr 08 6:00 AM","8.1727989254181"
"Year 1 Apr 08 7:00 AM","41.1493260622771"
"Year 1 Apr 08 8:00 AM","56.4482549016865"
"Year 1 Apr 08 9:00 AM","74.3611088566089"
"Year 1 Apr 08 10:00 AM","83.9634361132447"
"Year 1 Apr 08 11:00 AM","97.5451053765798"
"Year 1 Apr 08 12:00 PM","100.942804937281"
"Year 1 Apr 08 1:00 PM","103.838694800252"
"Year 1 Apr 08 2:00 PM","102.000098307688"
"Year 1 Apr 08 3:00 PM","86.5595540408223"
"Year 1 Apr 08 4:00 PM","76.1475390152055"
"Year 1 Apr 08 5:00 PM","43.40625"
"Year 1 Apr 08 6:00 PM","18.609375"
"Year 1 Apr 08 7:00 PM","1.3125"
"Year 1 Apr 08 8:00 PM","0"
"Year 1 Apr 08 9:00 PM","0"
"Year 1 Apr 08 10:00 PM","0"
"Year 1 Apr 08 11:00 PM","0"
"Year 1 Apr 09 12:00 AM","0"
"Year 1 Apr 09 1:00 AM","0"
"Year 1 Apr 09 2:00 AM","0"
"Year 1 Apr 09 3:00 AM","0"
"Year 1 Apr 09 4:00 AM","0"
"Year 1 Apr 09 5:00 AM","0"
"Year 1 Apr 09 6:00 AM","17.4782879522837"
"Year 1 Apr 09 7:00 AM","80.4206280045641"
"Year 1 Apr 09 8:00 AM","78.2431630048946"
"Year 1 Apr 09 9:00 AM","87.6028820520701"
"Year 1 Apr 09 10:00 AM","88.3438588691702"
"Year 1 Apr 09 11:00 AM","101.319724061705"
"Year 1 Apr 09 12:00 PM","147.539437426041"
"Year 1 Apr 09 1:00 PM","260.697501477353"
"Year 1 Apr 09 2:00 PM","226.604371499551"
"Year 1 Apr 09 3:00 PM","157.209745563967"
"Year 1 Apr 09 4:00 PM","155.136328265009"
"Year 1 Apr 09 5:00 PM","111.197578027702"
"Year 1 Apr 09 6:00 PM","47.7486075490389"
"Year 1 Apr 09 7:00 PM","2.6040540491849"
"Year 1 Apr 09 8:00 PM","0"
"Year 1 Apr 09 9:00 PM","0"
"Year 1 Apr 09 10:00 PM","0"
"Year 1 Apr 09 11:00 PM","0"
"Year 1 Apr 10 12:00 AM","0"
"Year 1 Apr 10 1:00 AM","0"
"Year 1 Apr 10 2:00 AM","0"
"Year 1 Apr 10 3:00 AM","0"
"Year 1 Apr 10 4:00 AM","0"
"Year 1 Apr 10 5:00 AM","0"
"Year 1 Apr 10 6:00 AM","15.8377996348308"
"Year 1 Apr 10 7:00 AM","80.826036514719"
"Year 1 Apr 10 8:00 AM","118.277428668174"
"Year 1 Apr 10 9:00 AM","145.457616920494"
"Year 1 Apr 10 10:00 AM","163.075995768921"
"Year 1 Apr 10 11:00 AM","176.078557814254"
"Year 1 Apr 10 12:00 PM","193.496095443731"
"Year 1 Apr 10 1:00 PM","154.720669483534"
"Year 1 Apr 10 2:00 PM","142.881668191414"
"Year 1 Apr 10 3:00 PM","144.074989253457"
"Year 1 Apr 10 4:00 PM","121.403243345509"
"Year 1 Apr 10 5:00 PM","86.1877619195643"
"Year 1 Apr 10 6:00 PM","41.164443791345"
"Year 1 Apr 10 7:00 PM","2.28288890708403"
"Year 1 Apr 10 8:00 PM","0"
"Year 1 Apr 10 9:00 PM","0"
"Year 1 Apr 10 10:00 PM","0"
"Year 1 Apr 10 11:00 PM","0"
"Year 1 Apr 11 12:00 AM","0"
"Year 1 Apr 11 1:00 AM","0"
"Year 1 Apr 11 2:00 AM","0"
"Year 1 Apr 11 3:00 AM","0"
"Year 1 Apr 11 4:00 AM","0"
"Year 1 Apr 11 5:00 AM","0"
"Year 1 Apr 11 6:00 AM","16.8849818643709"
"Year 1 Apr 11 7:00 AM","83.5817987228668"
"Year 1 Apr 11 8:00 AM","136.47419051102"
"Year 1 Apr 11 9:00 AM","201.8718904581"
"Year 1 Apr 11 10:00 AM","189.733849821747"
"Year 1 Apr 11 11:00 AM","192.812696843582"
"Year 1 Apr 11 12:00 PM","243.484375166235"
"Year 1 Apr 11 1:00 PM","263.674886482371"
"Year 1 Apr 11 2:00 PM","227.387057445388"
"Year 1 Apr 11 3:00 PM","160.884859196971"
"Year 1 Apr 11 4:00 PM","125.594639973993"
"Year 1 Apr 11 5:00 PM","88.4783883371207"
"Year 1 Apr 11 6:00 PM","41.9501432227079"
"Year 1 Apr 11 7:00 PM","2.96246791312233"
"Year 1 Apr 11 8:00 PM","0"
"Year 1 Apr 11 9:00 PM","0"
"Year 1 Apr 11 10:00 PM","0"
"Year 1 Apr 11 11:00 PM","0"
"Year 1 Apr 12 12:00 AM","0"
"Year 1 Apr 12 1:00 AM","0"
"Year 1 Apr 12 2:00 AM","0"
"Year 1 Apr 12 3:00 AM","0"
"Year 1 Apr 12 4:00 AM","0"
"Year 1 Apr 12 5:00 AM","0"
"Year 1 Apr 12 6:00 AM","22.3695710198831"
"Year 1 Apr 12 7:00 AM","92.87572249433"
"Year 1 Apr 12 8:00 AM","85.8104466664798"
"Year 1 Apr 12 9:00 AM","144.579472604708"
"Year 1 Apr 12 10:00 AM","159.252501246041"
"Year 1 Apr 12 11:00 AM","177.491302146172"
"Year 1 Apr 12 12:00 PM","171.862891543624"
"Year 1 Apr 12 1:00 PM","166.563182745327"
"Year 1 Apr 12 2:00 PM","152.808455471658"
"Year 1 Apr 12 3:00 PM","134.112241016159"
"Year 1 Apr 12 4:00 PM","112.401367672468"
"Year 1 Apr 12 5:00 PM","48.4708287050286"
"Year 1 Apr 12 6:00 PM","14.953125"
"Year 1 Apr 12 7:00 PM","0.984375"
"Year 1 Apr 12 8:00 PM","0"
"Year 1 Apr 12 9:00 PM","0"
"Year 1 Apr 12 10:00 PM","0"
"Year 1 Apr 12 11:00 PM","0"
"Year 1 Apr 13 12:00 AM","0"
"Year 1 Apr 13 1:00 AM","0"
"Year 1 Apr 13 2:00 AM","0"
"Year 1 Apr 13 3:00 AM","0"
"Year 1 Apr 13 4:00 AM","0"
"Year 1 Apr 13 5:00 AM","0"
"Year 1 Apr 13 6:00 AM","18.1045273083216"
"Year 1 Apr 13 7:00 AM","83.3454523748081"
"Year 1 Apr 13 8:00 AM","119.888827150431"
"Year 1 Apr 13 9:00 AM","168.783752445318"
"Year 1 Apr 13 10:00 AM","250.990916727079"
"Year 1 Apr 13 11:00 AM","304.343070203491"
"Year 1 Apr 13 12:00 PM","242.535485997974"
"Year 1 Apr 13 1:00 PM","158.503841374462"
"Year 1 Apr 13 2:00 PM","192.909976045478"
"Year 1 Apr 13 3:00 PM","216.108778182586"
"Year 1 Apr 13 4:00 PM","190.815619399074"
"Year 1 Apr 13 5:00 PM","114.395851123717"
"Year 1 Apr 13 6:00 PM","40.8734543166235"
"Year 1 Apr 13 7:00 PM","2.74303921829286"
"Year 1 Apr 13 8:00 PM","0"
"Year 1 Apr 13 9:00 PM","0"
"Year 1 Apr 13 10:00 PM","0"
"Year 1 Apr 13 11:00 PM","0"
"Year 1 Apr 14 12:00 AM","0"
"Year 1 Apr 14 1:00 AM","0"
"Year 1 Apr 14 2:00 AM","0"
"Year 1 Apr 14 3:00 AM","0"
"Year 1 Apr 14 4:00 AM","0"
"Year 1 Apr 14 5:00 AM","0"
"Year 1 Apr 14 6:00 AM","15.3771462838473"
"Year 1 Apr 14 7:00 AM","86.0749846883843"
"Year 1 Apr 14 8:00 AM","126.813468035332"
"Year 1 Apr 14 9:00 AM","146.974796082415"
"Year 1 Apr 14 10:00 AM","157.610723398369"
"Year 1 Apr 14 11:00 AM","168.543725469439"
"Year 1 Apr 14 12:00 PM","185.466526095788"
"Year 1 Apr 14 1:00 PM","219.611175132992"
"Year 1 Apr 14 2:00 PM","174.771634480595"
"Year 1 Apr 14 3:00 PM","188.572422996294"
"Year 1 Apr 14 4:00 PM","178.693983474046"
"Year 1 Apr 14 5:00 PM","113.67732791653"
"Year 1 Apr 14 6:00 PM","48.7801901895688"
"Year 1 Apr 14 7:00 PM","3.40529591385791"
"Year 1 Apr 14 8:00 PM","0"
"Year 1 Apr 14 9:00 PM","0"
"Year 1 Apr 14 10:00 PM","0"
"Year 1 Apr 14 11:00 PM","0"
"Year 1 Apr 15 12:00 AM","0"
"Year 1 Apr 15 1:00 AM","0"
"Year 1 Apr 15 2:00 AM","0"
"Year 1 Apr 15 3:00 AM","0"
"Year 1 Apr 15 4:00 AM","0"
"Year 1 Apr 15 5:00 AM","0"
"Year 1 Apr 15 6:00 AM","18.2951600680231"
"Year 1 Apr 15 7:00 AM","103.939275539009"
"Year 1 Apr 15 8:00 AM","156.507164138931"
"Year 1 Apr 15 9:00 AM","175.349061623564"
"Year 1 Apr 15 10:00 AM","177.103047044146"
"Year 1 Apr 15 11:00 AM","170.702866477553"
"Year 1 Apr 15 12:00 PM","152.881079579539"
"Year 1 Apr 15 1:00 PM","178.95703396931"
"Year 1 Apr 15 2:00 PM","172.93784337861"
"Year 1 Apr 15 3:00 PM","157.254523593272"
"Year 1 Apr 15 4:00 PM","134.042892295794"
"Year 1 Apr 15 5:00 PM","96.1618570838827"
"Year 1 Apr 15 6:00 PM","47.7969816393607"
"Year 1 Apr 15 7:00 PM","3.3567650454971"
"Year 1 Apr 15 8:00 PM","0"
"Year 1 Apr 15 9:00 PM","0"
"Year 1 Apr 15 10:00 PM","0"
"Year 1 Apr 15 11:00 PM","0"
"Year 1 Apr 16 12:00 AM","0"
"Year 1 Apr 16 1:00 AM","0"
"Year 1 Apr 16 2:00 AM","0"
"Year 1 Apr 16 3:00 AM","0"
"Year 1 Apr 16 4:00 AM","0"
"Year 1 Apr 16 5:00 AM","0"
"Year 1 Apr 16 6:00 AM","15.5268440506987"
"Year 1 Apr 16 7:00 AM","85.6700552963134"
"Year 1 Apr 16 8:00 AM","122.174385232371"
"Year 1 Apr 16 9:00 AM","150.734834267304"
"Year 1 Apr 16 10:00 AM","165.257139036542"
"Year 1 Apr 16 11:00 AM","192.453155981641"
"Year 1 Apr 16 12:00 PM","236.309407548705"
"Year 1 Apr 16 1:00 PM","177.20953141413"
"Year 1 Apr 16 2:00 PM","173.610519225989"
"Year 1 Apr 16 3:00 PM","200.311824051721"
"Year 1 Apr 16 4:00 PM","194.420777369588"
"Year 1 Apr 16 5:00 PM","105.502864551728"
"Year 1 Apr 16 6:00 PM","44.631304531899"
"Year 1 Apr 16 7:00 PM","3.11784278001133"
"Year 1 Apr 16 8:00 PM","0"
"Year 1 Apr 16 9:00 PM","0"
"Year 1 Apr 16 10:00 PM","0"
"Year 1 Apr 16 11:00 PM","0"
"Year 1 Apr 17 12:00 AM","0"
"Year 1 Apr 17 1:00 AM","0"
"Year 1 Apr 17 2:00 AM","0"
"Year 1 Apr 17 3:00 AM","0"
"Year 1 Apr 17 4:00 AM","0"
"Year 1 Apr 17 5:00 AM","0"
"Year 1 Apr 17 6:00 AM","18.8636363465462"
"Year 1 Apr 17 7:00 AM","103.479645846988"
"Year 1 Apr 17 8:00 AM","156.887881754982"
"Year 1 Apr 17 9:00 AM","228.775920983276"
"Year 1 Apr 17 10:00 AM","261.330305233132"
"Year 1 Apr 17 11:00 AM","267.701538975418"
"Year 1 Apr 17 12:00 PM","204.644185483408"
"Year 1 Apr 17 1:00 PM","196.339581285596"
"Year 1 Apr 17 2:00 PM","178.512398084152"
"Year 1 Apr 17 3:00 PM","167.227460713332"
"Year 1 Apr 17 4:00 PM","136.815873870775"
"Year 1 Apr 17 5:00 PM","98.0637737075219"
"Year 1 Apr 17 6:00 PM","45.3752322522765"
"Year 1 Apr 17 7:00 PM","3.34163589079501"
"Year 1 Apr 17 8:00 PM","0"
"Year 1 Apr 17 9:00 PM","0"
"Year 1 Apr 17 10:00 PM","0"
"Year 1 Apr 17 11:00 PM","0"
"Year 1 Apr 18 12:00 AM","0"
"Year 1 Apr 18 1:00 AM","0"
"Year 1 Apr 18 2:00 AM","0"
"Year 1 Apr 18 3:00 AM","0"
"Year 1 Apr 18 4:00 AM","0"
"Year 1 Apr 18 5:00 AM","0"
"Year 1 Apr 18 6:00 AM","17.9332584271026"
"Year 1 Apr 18 7:00 AM","101.243580712803"
"Year 1 Apr 18 8:00 AM","163.45103303588"
"Year 1 Apr 18 9:00 AM","239.196211537557"
"Year 1 Apr 18 10:00 AM","273.70986233352"
"Year 1 Apr 18 11:00 AM","259.236653886235"
"Year 1 Apr 18 12:00 PM","277.355141730919"
"Year 1 Apr 18 1:00 PM","258.748691646962"
"Year 1 Apr 18 2:00 PM","200.154644671028"
"Year 1 Apr 18 3:00 PM","209.071682456798"
"Year 1 Apr 18 4:00 PM","152.024938277047"
"Year 1 Apr 18 5:00 PM","82.3046060460205"
"Year 1 Apr 18 6:00 PM","58.3810192187435"
