"ZN001:WALL001: SurfNum","ZN001:WALL001: SurfName","ZN001:WALL001: SurfDifShdgRatioIsoSky","ZN001:WALL001: SurfDifShdgRatioHoriz","ZN001:WALL001: ViewFactorSkyIR","ZN001:WALL001: ViewFactorGroundIR","ZN001:WALL002: SurfNum","ZN001:WALL002: SurfName","ZN001:WALL002: SurfDifShdgRatioIsoSky","ZN001:WALL002: SurfDifShdgRatioHoriz","ZN001:WALL002: ViewFactorSkyIR","ZN001:WALL002: ViewFactorGroundIR","ZN001:WALL003: SurfNum","ZN001:WALL003: SurfName","ZN001:WALL003: SurfDifShdgRatioIsoSky","ZN001:WALL003: SurfDifShdgRatioHoriz","ZN001:WALL003: ViewFactorSkyIR","ZN001:WALL003: ViewFactorGroundIR","ZN001:WALL004: SurfNum","ZN001:WALL004: SurfName","ZN001:WALL004: SurfDifShdgRatioIsoSky","ZN001:WALL004: SurfDifShdgRatioHoriz","ZN001:WALL004: ViewFactorSkyIR","ZN001:WALL004: ViewFactorGroundIR","ZN001:ROOF001: SurfNum","ZN001:ROOF001: SurfName","ZN001:ROOF001: SurfDifShdgRatioIsoSky","ZN001:ROOF001: SurfDifShdgRatioHoriz","ZN001:ROOF001: ViewFactorSkyIR","ZN001:ROOF001: ViewFactorGroundIR"
1,"ZN001:WALL001",1,1,0.5,0.5,2,"ZN001:WALL002",1,1,0.5,0.5,3,"ZN001:WALL003",1,1,0.5,0.5,4,"ZN001:WALL004",1,1,0.5,0.5,6,"ZN001:ROOF001",1,1,1,0
