Surface Name,"PANEL0SURF: SurfDifShdgRatioIsoSky","PANEL0SURF: SurfDifShdgRatioHoriz","PANEL0SURF: ViewFactorSkyIR","PANEL0SURF: ViewFactorGroundIR","Mir-PANEL0SURF: SurfDifShdgRatioIsoSky","Mir-PANEL0SURF: SurfDifShdgRatioHoriz","Mir-PANEL0SURF: ViewFactorSkyIR","Mir-PANEL0SURF: ViewFactorGroundIR","SHADER_0: SurfDifShdgRatioIsoSky","SHADER_0: SurfDifShdgRatioHoriz","SHADER_0: ViewFactorSkyIR","SHADER_0: ViewFactorGroundIR","Mir-SHADER_0: SurfDifShdgRatioIsoSky","Mir-SHADER_0: SurfDifShdgRatioHoriz","Mir-SHADER_0: ViewFactorSkyIR","Mir-SHADER_0: ViewFactorGroundIR","ZONE_0:F0: SurfDifShdgRatioIsoSky","ZONE_0:F0: SurfDifShdgRatioHoriz","ZONE_0:F0: ViewFactorSkyIR","ZONE_0:F0: ViewFactorGroundIR","ZONE_0:F1: SurfDifShdgRatioIsoSky","ZONE_0:F1: SurfDifShdgRatioHoriz","ZONE_0:F1: ViewFactorSkyIR","ZONE_0:F1: ViewFactorGroundIR","ZONE_0:F2: SurfDifShdgRatioIsoSky","ZONE_0:F2: SurfDifShdgRatioHoriz","ZONE_0:F2: ViewFactorSkyIR","ZONE_0:F2: ViewFactorGroundIR","ZONE_0:F3: SurfDifShdgRatioIsoSky","ZONE_0:F3: SurfDifShdgRatioHoriz","ZONE_0:F3: ViewFactorSkyIR","ZONE_0:F3: ViewFactorGroundIR","ZONE_0:F5: SurfDifShdgRatioIsoSky","ZONE_0:F5: SurfDifShdgRatioHoriz","ZONE_0:F5: ViewFactorSkyIR","ZONE_0:F5: ViewFactorGroundIR","ZONE_0:F0:W0: SurfDifShdgRatioIsoSky","ZONE_0:F0:W0: SurfDifShdgRatioHoriz","ZONE_0:F0:W0: ViewFactorSkyIR","ZONE_0:F0:W0: ViewFactorGroundIR","ZONE_0:F1:W0: SurfDifShdgRatioIsoSky","ZONE_0:F1:W0: SurfDifShdgRatioHoriz","ZONE_0:F1:W0: ViewFactorSkyIR","ZONE_0:F1:W0: ViewFactorGroundIR","ZONE_0:F2:W0: SurfDifShdgRatioIsoSky","ZONE_0:F2:W0: SurfDifShdgRatioHoriz","ZONE_0:F2:W0: ViewFactorSkyIR","ZONE_0:F2:W0: ViewFactorGroundIR","ZONE_0:F3:W0: SurfDifShdgRatioIsoSky","ZONE_0:F3:W0: SurfDifShdgRatioHoriz","ZONE_0:F3:W0: ViewFactorSkyIR","ZONE_0:F3:W0: ViewFactorGroundIR"
Constant,0.497128,0.441584,0.497128,0.502872,0,0,0,1,1,1,0.5,0.5,0,0,0,1,0.000387016,0,0.000193508,0.999806,0.569625,0.565826,0.284813,0.715187,1,1,0.5,0.5,0.569625,0.565826,0.284813,0.715187,0.561321,0.541663,0.561321,0.438679,0.000387016,0,0.000193508,0.999806,0.568073,0.565819,0.284037,0.715963,0.999985,0.999989,0.499993,0.500007,0.568073,0.565819,0.284037,0.715963
