Surface Name,PANEL0SURF: SurfDifShdgRatioIsoSky,PANEL0SURF: SurfDifShdgRatioHoriz,PANEL0SURF: ViewFactorSkyIR,PANEL0SURF: ViewFactorGroundIR,Mir-PANEL0SURF: SurfDifShdgRatioIsoSky,Mir-PANEL0SURF: SurfDifShdgRatioHoriz,Mir-PANEL0SURF: ViewFactorSkyIR,Mir-PANEL0SURF: ViewFactorGroundIR,SHADER_0: SurfDifShdgRatioIsoSky,SHADER_0: SurfDifShdgRatioHoriz,SHADER_0: ViewFactorSkyIR,SHADER_0: ViewFactorGroundIR,Mir-SHADER_0: SurfDifShdgRatioIsoSky,Mir-SHADER_0: SurfDifShdgRatioHoriz,Mir-SHADER_0: ViewFactorSkyIR,Mir-SHADER_0: ViewFactorGroundIR,ZONE_0:F0: SurfDifShdgRatioIsoSky,ZONE_0:F0: SurfDifShdgRatioHoriz,ZONE_0:F0: ViewFactorSkyIR,ZONE_0:F0: ViewFactorGroundIR,ZONE_0:F1: SurfDifShdgRatioIsoSky,ZONE_0:F1: SurfDifShdgRatioHoriz,ZONE_0:F1: ViewFactorSkyIR,ZONE_0:F1: ViewFactorGroundIR,ZONE_0:F2: SurfDifShdgRatioIsoSky,ZONE_0:F2: SurfDifShdgRatioHoriz,ZONE_0:F2: ViewFactorSkyIR,ZONE_0:F2: ViewFactorGroundIR,ZONE_0:F3: SurfDifShdgRatioIsoSky,ZONE_0:F3: SurfDifShdgRatioHoriz,ZONE_0:F3: ViewFactorSkyIR,ZONE_0:F3: ViewFactorGroundIR,ZONE_0:F5: SurfDifShdgRatioIsoSky,ZONE_0:F5: SurfDifShdgRatioHoriz,ZONE_0:F5: ViewFactorSkyIR,ZONE_0:F5: ViewFactorGroundIR,ZONE_0:F0:W0: SurfDifShdgRatioIsoSky,ZONE_0:F0:W0: SurfDifShdgRatioHoriz,ZONE_0:F0:W0: ViewFactorSkyIR,ZONE_0:F0:W0: ViewFactorGroundIR,ZONE_0:F1:W0: SurfDifShdgRatioIsoSky,ZONE_0:F1:W0: SurfDifShdgRatioHoriz,ZONE_0:F1:W0: ViewFactorSkyIR,ZONE_0:F1:W0: ViewFactorGroundIR,ZONE_0:F2:W0: SurfDifShdgRatioIsoSky,ZONE_0:F2:W0: SurfDifShdgRatioHoriz,ZONE_0:F2:W0: ViewFactorSkyIR,ZONE_0:F2:W0: ViewFactorGroundIR,ZONE_0:F3:W0: SurfDifShdgRatioIsoSky,ZONE_0:F3:W0: SurfDifShdgRatioHoriz,ZONE_0:F3:W0: ViewFactorSkyIR,ZONE_0:F3:W0: ViewFactorGroundIR
Constant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
